published_result,published_phase,published_paradigm,source_kind,coverage_note,model,task,task family,success,token consumption,source_run,run_id,round_id,attempt_index,verify_status,input_tokens,output_tokens,worker_id,ledger_path
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,django__django-15695,django/django,false,56883,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_016_django__django-15695,3,2,FAIL,56160,723,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_016_django__django-15695/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,228194,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_006_matplotlib__matplotlib-23314,1,1,FAIL,227569,625,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_006_matplotlib__matplotlib-23314/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,228797,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_006_matplotlib__matplotlib-23314,3,2,INFRA,227677,1120,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_006_matplotlib__matplotlib-23314/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,true,259653,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_013_matplotlib__matplotlib-24149,1,1,PASS,258970,683,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_013_matplotlib__matplotlib-24149/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,141500,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_025_matplotlib__matplotlib-24970,1,1,FAIL,140907,593,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_025_matplotlib__matplotlib-24970/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,true,141316,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_025_matplotlib__matplotlib-24970,3,2,PASS,141011,305,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_025_matplotlib__matplotlib-24970/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,114666,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_030_matplotlib__matplotlib-25311,1,1,FAIL,113808,858,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_030_matplotlib__matplotlib-25311/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,114834,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_030_matplotlib__matplotlib-25311,3,2,FAIL,113890,944,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_030_matplotlib__matplotlib-25311/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,121098,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_034_matplotlib__matplotlib-25332,1,1,FAIL,120006,1092,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_034_matplotlib__matplotlib-25332/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,121060,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_034_matplotlib__matplotlib-25332,3,2,FAIL,120113,947,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_034_matplotlib__matplotlib-25332/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,false,110600,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_007_pydata__xarray-4094,1,1,FAIL,109495,1105,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_007_pydata__xarray-4094/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,false,110134,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_007_pydata__xarray-4094,3,2,FAIL,109602,532,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_007_pydata__xarray-4094/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,true,14472,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_021_pytest-dev__pytest-7432,1,1,PASS,13765,707,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_021_pytest-dev__pytest-7432/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,18687,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_003_pytest-dev__pytest-7490,1,1,FAIL,17920,767,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_003_pytest-dev__pytest-7490/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,18624,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_003_pytest-dev__pytest-7490,3,2,FAIL,18007,617,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_003_pytest-dev__pytest-7490/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,72307,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_008_scikit-learn__scikit-learn-10297,1,1,PASS,71563,744,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_008_scikit-learn__scikit-learn-10297/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,true,37366,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_026_scikit-learn__scikit-learn-13142,1,1,PASS,36548,818,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_026_scikit-learn__scikit-learn-13142/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,42659,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_031_scikit-learn__scikit-learn-13439,1,1,PASS,42199,460,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_031_scikit-learn__scikit-learn-13439/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,68684,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_037_scikit-learn__scikit-learn-13496,1,1,PASS,67599,1085,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_037_scikit-learn__scikit-learn-13496/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,8127,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_009_sphinx-doc__sphinx-11445,1,1,FAIL,6907,1220,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_009_sphinx-doc__sphinx-11445/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,7995,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_009_sphinx-doc__sphinx-11445,3,2,FAIL,7015,980,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_009_sphinx-doc__sphinx-11445/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,7530,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_027_sphinx-doc__sphinx-8721,1,1,PASS,7228,302,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_027_sphinx-doc__sphinx-8721/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,false,14363,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_010_sympy__sympy-12419,1,1,FAIL,13561,802,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_010_sympy__sympy-12419/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,false,14394,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_010_sympy__sympy-12419,3,2,FAIL,13666,728,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_010_sympy__sympy-12419/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,false,32724,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_022_sympy__sympy-12481,1,1,FAIL,31819,905,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_022_sympy__sympy-12481/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,false,32883,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_022_sympy__sympy-12481,5,2,FAIL,32042,841,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_022_sympy__sympy-12481/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-13031,sympy/sympy,false,23600,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_023_sympy__sympy-13031,1,1,FAIL,21976,1624,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_023_sympy__sympy-13031/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-13031,sympy/sympy,false,23671,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_023_sympy__sympy-13031,3,2,FAIL,22079,1592,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_023_sympy__sympy-13031/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-13480,sympy/sympy,true,26126,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_028_sympy__sympy-13480,1,1,PASS,25944,182,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_028_sympy__sympy-13480/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-13647,sympy/sympy,false,39224,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_032_sympy__sympy-13647,1,1,FAIL,38835,389,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_032_sympy__sympy-13647/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-13647,sympy/sympy,true,40955,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_032_sympy__sympy-13647,21,2,PASS,39989,966,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_032_sympy__sympy-13647/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-15345,sympy/sympy,false,7464,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_035_sympy__sympy-15345,1,1,FAIL,6542,922,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_035_sympy__sympy-15345/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-15345,sympy/sympy,false,7482,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_035_sympy__sympy-15345,3,2,FAIL,6649,833,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_035_sympy__sympy-15345/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,false,39841,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_038_sympy__sympy-16792,1,1,FAIL,38819,1022,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_038_sympy__sympy-16792/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,false,39709,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_038_sympy__sympy-16792,3,2,FAIL,38916,793,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_038_sympy__sympy-16792/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,52720,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_017_sympy__sympy-18199,1,1,FAIL,52206,514,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_017_sympy__sympy-18199/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-18199,sympy/sympy,false,52896,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_017_sympy__sympy-18199,4,2,FAIL,52440,456,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_017_sympy__sympy-18199/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-18698,sympy/sympy,false,104865,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_018_sympy__sympy-18698,1,1,FAIL,104137,728,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_018_sympy__sympy-18698/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-18698,sympy/sympy,false,105180,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_018_sympy__sympy-18698,10,2,INFRA,104684,496,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_018_sympy__sympy-18698/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,false,39801,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_002_sympy__sympy-21379,1,1,FAIL,39075,726,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_002_sympy__sympy-21379/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,true,39965,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_002_sympy__sympy-21379,3,2,PASS,39171,794,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_002_sympy__sympy-21379/ledger.jsonl
phase2_solo_gpt52_900s,Phase II,solo_gpt52_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,sympy__sympy-21612,sympy/sympy,true,31141,solo_gpt52_market50_remaining40_20260219T221230Z,swebench_market_direct_penalty_019_sympy__sympy-21612,1,1,PASS,30767,374,gpt-5.2,runs/research/phase2/solo_gpt52_market50_remaining40_20260219T221230Z/swebench_market_direct_penalty_019_sympy__sympy-21612/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,50849,exp2_central_router_matched_timeoutaligned_20260409T030344Z,swebench_central_router_direct_penalty_001_astropy__astropy-14182,1,1,FAIL,45415,5434,gpt-5.2-pro,runs/research/phase2/exp2_central_router_matched_timeoutaligned_20260409T030344Z/swebench_central_router_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,46636,exp2_central_router_matched_timeoutaligned_20260409T030344Z,swebench_central_router_direct_penalty_001_astropy__astropy-14182,2,2,FAIL,45456,1180,gpt-5.2,runs/research/phase2/exp2_central_router_matched_timeoutaligned_20260409T030344Z/swebench_central_router_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,108891,exp2_central_router_matched_timeoutaligned_20260409T030344Z,swebench_central_router_direct_penalty_002_matplotlib__matplotlib-23299,1,1,FAIL,102891,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_router_matched_timeoutaligned_20260409T030344Z/swebench_central_router_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,103293,exp2_central_router_matched_timeoutaligned_20260409T030344Z,swebench_central_router_direct_penalty_002_matplotlib__matplotlib-23299,2,2,INFRA,102973,320,gpt-5.2,runs/research/phase2/exp2_central_router_matched_timeoutaligned_20260409T030344Z/swebench_central_router_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,astropy__astropy-12907,astropy/astropy,false,102979,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_012_astropy__astropy-12907,1,1,FAIL,100515,2464,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_012_astropy__astropy-12907/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,anthropic:claude-opus-4-5-20251101,astropy__astropy-12907,astropy/astropy,true,124034,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_012_astropy__astropy-12907,2,2,PASS,123675,359,claude-opus-4-5,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_012_astropy__astropy-12907/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,django__django-10914,django/django,true,22534,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_013_django__django-10914,1,1,PASS,20684,1850,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_013_django__django-10914/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,django__django-11848,django/django,true,15082,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_009_django__django-11848,1,1,PASS,10160,4922,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_009_django__django-11848/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,django__django-11964,django/django,false,8847,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_003_django__django-11964,1,1,FAIL,5879,2968,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_003_django__django-11964/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,anthropic:claude-opus-4-5-20251101,django__django-11964,django/django,true,7953,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_003_django__django-11964,2,2,PASS,7384,569,claude-opus-4-5,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_003_django__django-11964/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,django__django-12308,django/django,true,14879,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_005_django__django-12308,1,1,PASS,9398,5481,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_005_django__django-12308/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,django__django-14155,django/django,false,0,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_007_django__django-14155,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_007_django__django-14155/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,django__django-14155,django/django,false,23105,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_007_django__django-14155,2,2,FAIL,22141,964,gpt-5.2,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_007_django__django-14155/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,0,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_014_matplotlib__matplotlib-23314,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_014_matplotlib__matplotlib-23314/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,228221,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_014_matplotlib__matplotlib-23314,2,2,FAIL,227654,567,gpt-5.2,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_014_matplotlib__matplotlib-23314/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,144612,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_004_matplotlib__matplotlib-23476,1,1,FAIL,138612,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_004_matplotlib__matplotlib-23476/ledger.jsonl
phase2b_central_router_matched_900s,Phase IIb,central_router_matched_900s,raw_ledger_exact,,openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,0,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_004_matplotlib__matplotlib-23476,2,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_004_matplotlib__matplotlib-23476/ledger.jsonl
