model,task,task family,success,token consumption,source_run,run_id,round_id,attempt_index,verify_status,input_tokens,output_tokens,worker_id,ledger_path
openai:gpt-5.2-pro-2025-12-11,psf__requests-2317,psf/requests,false,20684,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_001_psf__requests-2317,1,1,FAIL,18702,1982,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_001_psf__requests-2317/ledger.jsonl
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,false,19206,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_001_psf__requests-2317,2,2,FAIL,18820,386,gpt-5.2,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_001_psf__requests-2317/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,pydata__xarray-4094,pydata/xarray,false,115501,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_015_pydata__xarray-4094,1,1,FAIL,109501,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_015_pydata__xarray-4094/ledger.jsonl
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,false,110567,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_015_pydata__xarray-4094,2,2,FAIL,109551,1016,gpt-5.2,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_015_pydata__xarray-4094/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,30264,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_006_pylint-dev__pylint-7080,1,1,FAIL,24264,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_006_pylint-dev__pylint-7080/ledger.jsonl
anthropic:claude-opus-4-5-20251101,pylint-dev__pylint-7080,pylint-dev/pylint,false,31315,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_006_pylint-dev__pylint-7080,2,2,INFRA,30276,1039,claude-opus-4-5,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_006_pylint-dev__pylint-7080/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,0,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_011_pytest-dev__pytest-7490,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_011_pytest-dev__pytest-7490/ledger.jsonl
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,true,23337,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_011_pytest-dev__pytest-7490,2,2,PASS,22508,829,claude-opus-4-5,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_011_pytest-dev__pytest-7490/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,72897,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_016_scikit-learn__scikit-learn-10297,1,1,PASS,71569,1328,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_016_scikit-learn__scikit-learn-10297/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-25747,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-25747/ledger.jsonl
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-25747,2,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-25747/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-17630,sympy/sympy,false,28832,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_008_sympy__sympy-17630,1,1,FAIL,22832,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_008_sympy__sympy-17630/ledger.jsonl
anthropic:claude-opus-4-5-20251101,sympy__sympy-17630,sympy/sympy,false,29741,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_008_sympy__sympy-17630,2,2,INFRA,28243,1498,claude-opus-4-5,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_008_sympy__sympy-17630/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21379,sympy/sympy,true,41557,exp2_central_shard01_offset002_limit016_20260409T033114Z,swebench_central_router_direct_penalty_010_sympy__sympy-21379,1,1,PASS,39025,2532,gpt-5.2-pro,runs/research/phase2/exp2_central_shard01_offset002_limit016_20260409T033114Z/swebench_central_router_direct_penalty_010_sympy__sympy-21379/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14365,astropy/astropy,false,44639,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_003_astropy__astropy-14365,1,1,FAIL,43333,1306,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_003_astropy__astropy-14365/ledger.jsonl
anthropic:claude-opus-4-5-20251101,astropy__astropy-14365,astropy/astropy,false,53672,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_003_astropy__astropy-14365,2,2,FAIL,52658,1014,claude-opus-4-5,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_003_astropy__astropy-14365/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14995,astropy/astropy,true,37167,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_012_astropy__astropy-14995,1,1,PASS,33660,3507,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_012_astropy__astropy-14995/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-11099,django/django,true,5398,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_004_django__django-11099,1,1,PASS,4624,774,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_004_django__django-11099/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-11133,django/django,true,17286,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_016_django__django-11133,1,1,PASS,13983,3303,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_016_django__django-11133/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-14534,django/django,false,0,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_006_django__django-14534,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_006_django__django-14534/ledger.jsonl
anthropic:claude-opus-4-5-20251101,django__django-14534,django/django,true,59037,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_006_django__django-14534,2,2,PASS,58876,161,claude-opus-4-5,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_006_django__django-14534/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-15252,django/django,false,32535,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_007_django__django-15252,1,1,FAIL,26850,5685,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_007_django__django-15252/ledger.jsonl
openai:gpt-5.2-2025-12-11,django__django-15252,django/django,false,28033,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_007_django__django-15252,2,2,FAIL,27023,1010,gpt-5.2,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_007_django__django-15252/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-15695,django/django,false,62058,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_008_django__django-15695,1,1,FAIL,56058,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_008_django__django-15695/ledger.jsonl
anthropic:claude-opus-4-5-20251101,django__django-15695,django/django,false,76746,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_008_django__django-15695,2,2,INFRA,75854,892,claude-opus-4-5,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_008_django__django-15695/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,0,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_005_matplotlib__matplotlib-24149,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_005_matplotlib__matplotlib-24149/ledger.jsonl
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-24149,matplotlib/matplotlib,false,0,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_005_matplotlib__matplotlib-24149,2,2,INFRA,0,0,claude-opus-4-5,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_005_matplotlib__matplotlib-24149/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,pytest-dev__pytest-7432,pytest-dev/pytest,true,18016,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_013_pytest-dev__pytest-7432,1,1,PASS,13721,4295,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_013_pytest-dev__pytest-7432/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,0,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_001_sphinx-doc__sphinx-11445,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_001_sphinx-doc__sphinx-11445/ledger.jsonl
openai:gpt-5.2-2025-12-11,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,false,7959,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_001_sphinx-doc__sphinx-11445,2,2,FAIL,6999,960,gpt-5.2,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_001_sphinx-doc__sphinx-11445/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-12419,sympy/sympy,false,0,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_002_sympy__sympy-12419,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_002_sympy__sympy-12419/ledger.jsonl
openai:gpt-5.2-2025-12-11,sympy__sympy-12419,sympy/sympy,false,14500,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_002_sympy__sympy-12419,2,2,FAIL,13676,824,gpt-5.2,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_002_sympy__sympy-12419/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-12481,sympy/sympy,false,36010,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_014_sympy__sympy-12481,1,1,FAIL,31825,4185,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_014_sympy__sympy-12481/ledger.jsonl
openai:gpt-5.2-2025-12-11,sympy__sympy-12481,sympy/sympy,false,33052,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_014_sympy__sympy-12481,2,2,FAIL,31978,1074,gpt-5.2,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_014_sympy__sympy-12481/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-13031,sympy/sympy,true,25901,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_015_sympy__sympy-13031,1,1,PASS,21983,3918,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_015_sympy__sympy-13031/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-18199,sympy/sympy,false,55973,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_009_sympy__sympy-18199,1,1,FAIL,52213,3760,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_009_sympy__sympy-18199/ledger.jsonl
anthropic:claude-opus-4-5-20251101,sympy__sympy-18199,sympy/sympy,false,63414,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_009_sympy__sympy-18199,2,2,FAIL,62868,546,claude-opus-4-5,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_009_sympy__sympy-18199/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-18698,sympy/sympy,false,110143,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_010_sympy__sympy-18698,1,1,FAIL,104143,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_010_sympy__sympy-18698/ledger.jsonl
anthropic:claude-opus-4-5-20251101,sympy__sympy-18698,sympy/sympy,true,128693,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_010_sympy__sympy-18698,2,2,PASS,128101,592,claude-opus-4-5,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_010_sympy__sympy-18698/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-21612,sympy/sympy,true,32700,exp2_central_shard02_offset018_limit016_20260409T033114Z,swebench_central_router_direct_penalty_011_sympy__sympy-21612,1,1,PASS,30774,1926,gpt-5.2-pro,runs/research/phase2/exp2_central_shard02_offset018_limit016_20260409T033114Z/swebench_central_router_direct_penalty_011_sympy__sympy-21612/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-11179,django/django,false,14779,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_005_django__django-11179,1,1,FAIL,9553,5226,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_005_django__django-11179/ledger.jsonl
openai:gpt-5.2-2025-12-11,django__django-11179,django/django,false,10167,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_005_django__django-11179,2,2,FAIL,9592,575,gpt-5.2,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_005_django__django-11179/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-11815,django/django,true,14619,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_009_django__django-11815,1,1,PASS,11967,2652,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_009_django__django-11815/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-11999,django/django,false,29169,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_012_django__django-11999,1,1,FAIL,23653,5516,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_012_django__django-11999/ledger.jsonl
anthropic:claude-opus-4-5-20251101,django__django-11999,django/django,true,30764,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_012_django__django-11999,2,2,PASS,30476,288,claude-opus-4-5,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_012_django__django-11999/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-12125,django/django,true,14561,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_015_django__django-12125,1,1,PASS,12068,2493,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_015_django__django-12125/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-12708,django/django,true,52152,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_016_django__django-12708,1,1,PASS,48497,3655,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_016_django__django-12708/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_001_matplotlib__matplotlib-24970,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_001_matplotlib__matplotlib-24970/ledger.jsonl
openai:gpt-5.2-2025-12-11,matplotlib__matplotlib-24970,matplotlib/matplotlib,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_001_matplotlib__matplotlib-24970,2,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_001_matplotlib__matplotlib-24970/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,119763,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_006_matplotlib__matplotlib-25311,1,1,FAIL,113763,6000,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_006_matplotlib__matplotlib-25311/ledger.jsonl
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-25311,matplotlib/matplotlib,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_006_matplotlib__matplotlib-25311,2,2,FAIL,0,0,claude-opus-4-5,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_006_matplotlib__matplotlib-25311/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_010_matplotlib__matplotlib-25332,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_010_matplotlib__matplotlib-25332/ledger.jsonl
anthropic:claude-opus-4-5-20251101,matplotlib__matplotlib-25332,matplotlib/matplotlib,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_010_matplotlib__matplotlib-25332,2,2,FAIL,0,0,claude-opus-4-5,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_010_matplotlib__matplotlib-25332/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,false,40767,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-13142,1,1,FAIL,36554,4213,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-13142/ledger.jsonl
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-13142,2,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_002_scikit-learn__scikit-learn-13142/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,false,0,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_007_scikit-learn__scikit-learn-13439,1,1,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_007_scikit-learn__scikit-learn-13439/ledger.jsonl
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,true,42559,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_007_scikit-learn__scikit-learn-13439,2,2,PASS,42194,365,gpt-5.2,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_007_scikit-learn__scikit-learn-13439/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,true,71196,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_013_scikit-learn__scikit-learn-13496,1,1,PASS,67553,3643,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_013_scikit-learn__scikit-learn-13496/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,true,10081,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_003_sphinx-doc__sphinx-8721,1,1,PASS,7234,2847,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_003_sphinx-doc__sphinx-8721/ledger.jsonl
openai:gpt-5-mini-2025-08-07,sympy__sympy-13480,sympy/sympy,true,26442,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_004_sympy__sympy-13480,1,1,PASS,25948,494,gpt-5-mini,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_004_sympy__sympy-13480/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-13647,sympy/sympy,true,41406,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_008_sympy__sympy-13647,1,1,PASS,38841,2565,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_008_sympy__sympy-13647/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-15345,sympy/sympy,true,10262,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_011_sympy__sympy-15345,1,1,PASS,6548,3714,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_011_sympy__sympy-15345/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-16792,sympy/sympy,false,43387,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_014_sympy__sympy-16792,1,1,FAIL,38825,4562,gpt-5.2-pro,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_014_sympy__sympy-16792/ledger.jsonl
openai:gpt-5.2-2025-12-11,sympy__sympy-16792,sympy/sympy,true,39755,exp2_central_shard03_offset034_limit016_20260409T033114Z,swebench_central_router_direct_penalty_014_sympy__sympy-16792,2,2,PASS,38918,837,gpt-5.2,runs/research/phase2/exp2_central_shard03_offset034_limit016_20260409T033114Z/swebench_central_router_direct_penalty_014_sympy__sympy-16792/ledger.jsonl
openai:gpt-5-mini-2025-08-07,astropy__astropy-12907,astropy/astropy,false,101857,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_014_astropy__astropy-12907,1,1,INFRA,100807,1050,gpt-5-mini,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_014_astropy__astropy-12907/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-12907,astropy/astropy,false,123530,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_014_astropy__astropy-12907,3,2,INFRA,118211,5319,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_014_astropy__astropy-12907/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14182,astropy/astropy,false,56401,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_001_astropy__astropy-14182,1,1,FAIL,53614,2787,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
openai:gpt-5-mini-2025-08-07,astropy__astropy-14182,astropy/astropy,false,47531,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_001_astropy__astropy-14182,3,2,INFRA,46032,1499,gpt-5-mini,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
anthropic:claude-opus-4-5-20251101,astropy__astropy-14365,astropy/astropy,false,53530,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_021_astropy__astropy-14365,1,1,INFRA,52683,847,claude-opus-4-5,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_021_astropy__astropy-14365/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14365,astropy/astropy,false,57761,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_021_astropy__astropy-14365,3,2,INFRA,51766,5995,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_021_astropy__astropy-14365/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14995,astropy/astropy,false,40552,exp2_market_matched_20260408T181658Z,swebench_market_direct_penalty_030_astropy__astropy-14995,1,1,INFRA,39073,1479,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_20260408T181658Z/swebench_market_direct_penalty_030_astropy__astropy-14995/ledger.jsonl
